appid,release_date
674940,2017-09-28
674960,2017-07-31
674980,2017-07-21
675010,2017-10-30
675030,2017-08-01
675040,2017-09-08
675120,2017-08-01
675130,2017-08-15
675140,2017-09-08
675160,2017-08-15
675170,2018-08-31
675180,2017-07-14
675210,2017-08-17
675220,2017-08-01
675230,2017-12-01
675240,2018-09-13
675260,2017-08-08
675360,2017-09-11
675370,2017-07-28
675480,2018-09-20
675490,2018-01-09
675510,2017-08-30
675530,2017-08-08
675560,2017-09-26
675620,2018-07-10
675630,2017-08-08
675640,2018-11-16
675660,2017-09-12
675680,2017-08-25
675720,2017-08-17
675730,2017-08-25
675830,2017-09-11
675870,2017-10-20
675890,2017-10-20
675910,2018-03-15
675940,2017-09-20
675950,2017-09-01
675960,2017-09-11
675980,2017-08-29
675990,2017-10-27
676000,2017-08-19
676070,2017-08-15
676090,2018-04-24
676120,2017-08-07
676130,2018-05-03
676170,2017-08-19
676180,2018-06-20
676210,2017-09-19
676240,2017-08-04
676310,2018-09-09
676320,2017-08-16
676340,2017-10-23
676410,2017-08-05
676420,2017-10-12
676430,2017-10-18
676440,2018-01-26
676450,2017-09-18
676460,2017-09-29
676470,2017-08-07
676480,2017-09-15
676490,2017-08-11
676500,2018-11-02
676520,2017-08-10
676550,2017-08-18
676570,2018-04-02
676580,2018-02-13
676620,2017-09-11
676630,2017-10-31
676660,2017-08-04
676680,2017-08-04
676690,2017-09-20
676700,2018-01-19
676720,2017-08-04
676730,2017-08-16
676760,2017-08-04
676770,2017-08-30
676800,2017-07-20
676820,2017-08-17
676830,2019-04-23
676840,2018-06-29
676850,2017-09-08
676880,2017-09-03
676910,2017-09-26
676960,2019-04-11
676990,2017-08-25
677010,2017-08-07
677020,2017-09-28
677030,2017-09-07
677040,2018-03-02
677060,2017-09-18
677080,2017-08-15
677120,2018-03-01
677160,2018-02-02
677180,2019-01-31
677190,2018-04-18
677210,2017-12-01
677220,2017-08-11
677230,2017-08-08
677240,2017-10-06
677280,2017-12-22
677300,2017-08-22
677330,2017-10-26
677340,2018-10-24
677380,2017-07-20
677450,2018-05-11
677480,2018-07-12
677520,2018-02-14
677650,2017-10-11
677680,2017-09-12
677700,2017-10-13
677710,2019-01-18
677720,2017-08-09
677730,2017-09-29
677780,2017-08-03
677790,2017-08-14
677820,2017-07-28
677850,2018-01-11
677870,2017-09-10
677880,2017-08-10
677910,2017-08-11
677920,2018-04-26
677980,2017-08-11
678010,2017-09-07
678060,2017-08-07
678090,2017-09-30
678100,2017-08-09
678190,2017-07-21
678200,2017-08-19
678230,2017-08-03
678240,2017-07-14
678290,2017-08-07
678310,2017-10-06
678410,2017-07-21
678430,2017-07-26
678440,2017-07-28
678450,2018-03-12
678470,2018-11-26
678500,2017-07-25
678520,2017-08-09
678530,2017-09-14
678540,2017-12-14
678560,2017-08-31
678570,2017-08-06
678620,2017-07-31
678670,2017-09-15
678760,2018-04-03
678770,2017-09-15
678780,2017-08-25
678800,2017-10-16
678820,2017-08-21
678830,2018-04-03
678850,2017-11-16
678880,2017-09-05
678890,2018-05-31
678920,2017-12-21
678930,2018-05-04
678940,2017-12-01
678950,2018-01-26
678970,2017-10-19
679030,2017-10-07
679070,2017-08-14
679080,2017-10-05
679090,2017-09-07
679100,2017-11-02
679190,2017-07-28
679220,2017-08-31
679230,2017-07-21
679260,2018-01-31
679270,2017-10-04
679300,2017-12-05
679390,2017-08-30
679400,2017-10-18
679410,2018-04-06
679430,2017-09-01
679460,2017-07-27
679470,2017-08-01
679480,2017-09-06
679490,2019-01-02
679500,2017-10-18
679510,2017-07-25
679530,2017-07-27
679620,2017-08-23
679640,2017-08-11
679660,2017-07-28
679670,2017-08-15
679690,2017-08-22
679720,2018-03-09
679740,2017-08-03
679750,2018-06-07
679770,2017-09-21
679780,2017-08-04
679820,2017-08-24
679860,2017-09-01
679930,2017-08-07
679960,2017-08-18
680040,2017-08-09
680070,2017-08-02
680100,2017-12-07
680120,2017-07-22
680140,2017-08-07
680170,2017-10-26
680190,2018-04-30
680250,2017-11-15
680310,2017-08-27
680320,2017-08-11
680330,2018-02-28
680340,2017-10-04
680350,2017-09-12
680360,2018-02-05
680390,2018-01-22
680400,2018-01-14
680450,2017-09-08
680480,2017-08-11
680500,2017-08-09
680550,2017-11-10
680560,2017-08-16
680620,2017-10-24
680640,2017-08-28
680680,2017-09-01
680690,2017-08-11
680700,2018-01-22
680730,2018-02-02
680750,2018-08-16
680780,2017-09-21
680860,2018-06-15
680890,2017-08-30
680930,2017-08-25
680940,2019-03-18
680950,2017-08-07
680970,2018-05-28
680980,2017-10-03
680990,2017-11-10
681000,2017-08-21
681020,2017-08-23
681030,2017-12-04
681060,2017-08-17
681070,2017-08-04
681090,2017-08-04
681100,2017-08-11
681150,2017-08-03
681160,2017-07-21
681190,2017-10-02
681240,2017-09-19
681260,2017-08-14
681280,2018-02-09
681290,2017-09-27
681330,2018-10-11
681340,2017-10-12
681350,2017-07-28
681360,2017-08-15
681380,2017-11-27
681390,2017-08-17
681460,2018-03-02
681480,2017-08-16
681490,2017-08-15
681500,2017-08-16
681520,2017-08-09
681530,2018-08-31
681540,2017-07-21
681550,2017-09-02
681610,2017-08-04
681620,2017-10-23
681630,2017-09-19
681660,2018-10-23
681670,2017-08-03
681720,2017-08-08
681750,2017-09-18
681760,2017-09-03
681780,2017-08-05
681800,2017-08-31
681900,2017-10-01
681910,2017-08-12
681920,2017-07-28
681950,2017-09-22
681970,2017-08-04
681980,2017-07-21
681990,2018-08-23
682000,2017-09-05
682010,2017-09-05
682020,2017-08-31
682070,2017-08-03
682080,2018-03-15
682100,2017-08-21
682130,2017-08-21
682140,2017-10-24
682150,2017-08-29
682160,2019-01-18
682170,2018-01-10
682180,2018-04-04
682230,2017-09-07
682270,2017-09-04
682280,2017-08-24
682290,2018-09-28
682340,2017-08-04
682350,2017-07-31
682360,2017-08-11
682370,2017-10-13
682420,2018-08-20
682450,2018-03-28
682470,2018-02-13
682480,2018-05-02
682490,2019-04-04
682500,2018-02-13
682510,2017-10-29
682530,2019-04-04
682570,2018-06-05
682590,2017-10-03
682610,2017-12-13
682620,2018-06-27
682630,2018-01-05
682640,2017-09-19
682660,2017-12-01
682670,2018-02-06
682730,2017-08-07
682740,2018-04-10
682780,2017-08-04
682790,2018-11-05
682810,2017-11-14
682920,2017-08-09
682960,2017-10-06
682970,2017-09-23
683000,2018-10-08
683070,2017-07-31
683080,2017-08-29
683130,2017-08-14
683150,2018-01-25
683160,2017-08-14
683210,2017-10-04
683220,2017-08-25
683230,2017-08-31
683240,2017-08-29
683280,2017-12-15
683320,2018-12-13
683340,2017-08-31
683430,2017-09-29
683440,2017-08-17
683530,2017-08-23
683570,2017-08-04
683600,2017-09-19
683620,2018-08-17
683630,2017-10-13
683670,2017-09-19
683690,2017-08-29
683730,2017-08-17
683760,2017-08-17
683770,2017-09-14
683790,2017-10-04
683810,2017-08-30
683830,2017-08-22
683840,2017-09-15
683870,2018-04-27
683890,2017-08-02
683900,2017-09-28
683910,2018-06-12
683930,2017-11-13
683970,2018-11-12
684000,2017-09-15
684040,2018-06-13
684050,2018-04-13
684060,2017-07-27
684130,2017-08-17
684170,2017-09-29
684210,2018-01-26
684230,2017-12-11
684250,2017-08-21
684260,2017-08-27
684270,2017-09-18
684300,2017-10-06
684320,2018-05-24
684330,2017-08-12
684380,2017-08-15
684400,2018-03-22
684410,2017-12-20
684420,2017-09-21
684430,2017-10-19
684470,2017-07-29
684490,2017-08-19
684510,2018-12-24
684530,2017-09-28
684560,2017-08-08
684570,2017-07-27
684580,2019-04-25
684590,2019-01-29
684620,2019-04-11
684650,2017-08-07
684680,2017-08-24
684720,2017-08-09
684770,2017-10-16
684820,2017-08-13
684870,2017-08-09
684930,2017-08-10
684940,2017-08-08
684970,2017-08-25
684980,2017-11-15
685000,2017-08-07
685020,2017-08-22
685040,2017-09-13
685050,2017-10-02
685120,2017-09-19
685130,2017-12-28
685200,2017-08-23
685230,2017-08-25
685240,2017-10-31
685310,2017-09-11
685340,2017-10-05
685370,2017-08-10
685390,2017-08-11
685400,2018-05-01
685420,2017-10-25
685430,2017-08-02
685450,2017-10-17
685570,2017-11-28
685680,2017-10-05
685690,2018-03-08
685730,2017-09-15
685750,2017-08-14
685760,2017-10-16
685790,2017-08-12
685800,2017-09-25
685910,2017-08-18
685920,2017-08-31
685950,2017-08-15
685970,2018-02-08
685990,2017-10-09
686000,2017-08-24
686010,2017-09-12
686030,2018-02-06
686040,2018-02-14
686090,2017-09-25
686100,2017-08-22
686110,2017-08-25
686180,2017-08-28
686190,2017-09-20
686200,2018-09-10
686230,2017-08-11
686260,2018-08-14
686340,2017-08-15
686360,2017-11-30
686380,2017-08-14
686440,2017-08-16
686450,2017-09-12
686490,2017-08-14
686500,2017-10-11
686510,2017-08-21
686520,2017-12-14
686550,2017-08-11
686570,2017-08-25
686580,2017-10-11
686600,2018-11-29
686610,2017-08-23
686620,2018-04-16
686630,2018-07-11
686640,2017-08-03
686680,2017-10-12
686740,2017-11-14
686760,2017-09-29
686870,2017-08-03
686900,2017-09-25
686910,2017-08-31
686940,2017-10-03
686950,2017-09-18
687260,2017-09-07
687270,2017-11-17
687280,2017-09-21
687310,2017-09-01
687320,2017-09-05
687360,2017-09-26
687390,2017-08-25
687480,2017-08-14
687490,2017-08-15
687510,2017-08-25
687540,2017-11-02
687560,2017-08-15
687590,2017-08-29
687600,2017-08-15
687610,2017-08-24
687630,2018-09-07
687640,2017-09-01
687650,2017-08-17
687720,2018-02-27
687730,2017-11-20
687750,2017-09-01
687760,2017-11-01
687830,2017-08-24
687850,2017-08-18
687870,2017-08-28
687890,2017-08-04
687900,2017-10-10
687920,2018-03-09
687980,2017-08-25
688000,2017-08-10
688020,2017-08-17
688050,2017-09-01
688060,2019-01-10
688070,2018-02-20
688110,2017-09-12
688130,2019-02-28
688140,2018-07-17
688170,2017-08-16
688200,2018-02-07
688210,2017-11-24
688260,2017-08-30
688330,2017-08-27
688350,2018-09-13
688360,2017-08-25
688370,2018-11-26
688380,2017-08-18
688400,2017-10-30
688420,2018-11-16
688450,2017-12-12
688470,2017-12-07
688480,2017-09-26
688500,2017-09-07
688570,2017-09-28
688580,2017-08-21
688590,2017-09-14
688600,2017-08-21
688620,2017-10-12
688630,2017-09-04
688650,2017-09-26
688680,2017-08-21
688690,2017-08-17
688720,2017-08-30
688770,2019-01-07
688780,2017-08-11
688790,2017-12-21
688800,2018-03-23
688880,2017-08-25
688930,2017-10-13
688940,2018-09-20
689000,2017-09-08
689020,2019-01-30
689030,2017-09-08
689040,2018-09-03
689050,2017-12-21
689060,2017-08-25
689070,2017-08-09
689080,2017-08-23
689090,2017-09-14
689100,2017-09-01
689120,2017-09-08
689160,2017-08-04
689170,2018-05-09
689180,2017-08-16
689210,2017-08-17
689270,2018-09-20
689290,2018-06-15
689300,2017-08-08
689340,2017-08-29
689350,2017-08-16
689360,2017-08-26
689400,2017-09-01
689480,2017-08-11
689520,2017-09-12
689570,2017-10-04
689580,2017-08-28
689600,2017-08-22
689610,2019-04-09
689620,2018-05-07
689650,2017-08-23
689680,2017-11-18
689700,2018-09-27
689710,2017-08-17
689740,2017-09-21
689750,2017-08-15
689830,2017-09-15
689850,2017-11-19
689880,2018-08-31
689900,2017-09-21
689910,2017-09-21
690000,2017-11-20
690040,2017-12-07
690060,2017-10-05
690080,2017-08-29
690120,2018-04-26
690130,2017-08-15
690140,2018-08-13
690150,2018-02-13
690200,2018-04-27
690220,2017-08-15
690240,2017-08-17
690250,2018-05-22
690260,2017-09-15
690280,2017-09-07
690310,2018-03-20
690350,2017-11-12
690400,2017-09-28
690410,2018-04-26
690440,2017-08-25
690460,2017-11-09
690510,2019-03-19
690530,2018-06-25
690550,2018-12-21
690560,2017-11-02
690570,2017-08-29
690580,2017-08-24
690610,2018-07-10
690620,2018-05-31
690630,2018-03-12
690670,2017-08-16
690710,2017-10-13
690740,2017-08-23
690790,2019-02-25
690810,2017-11-14
690820,2018-06-04
690830,2019-02-01
690840,2018-02-08
690850,2017-12-18
690860,2017-08-23
690930,2017-09-15
690950,2017-10-31
691020,2018-02-22
691080,2017-08-22
691130,2017-08-17
691150,2017-10-02
691160,2018-08-07
691190,2018-12-17
691220,2017-09-02
691240,2017-11-22
691250,2017-09-22
691280,2018-10-22
691320,2018-08-27
691390,2017-09-15
691420,2019-03-05
691430,2018-04-27
691450,2017-10-25
691540,2017-09-14
691570,2017-08-22
691580,2017-09-13
691590,2018-06-05
691600,2017-12-01
691620,2017-12-01
691630,2015-09-15
691640,2017-10-16
691650,2018-04-05
691680,2018-04-19
691690,2018-03-23
691700,2017-08-22
691720,2017-09-05
691730,2017-09-09
691750,2017-08-25
691770,2017-11-10
691810,2017-09-06
691830,2018-01-31
691860,2017-09-01
691890,2017-12-07
691910,2018-05-01
691920,2017-08-17
691930,2017-09-08
691980,2017-08-18
691990,2017-08-30
692030,2018-06-12
692090,2017-10-28
692100,2018-10-17
692110,2017-09-01
692170,2017-11-01
692180,2017-08-31
692190,2017-08-28
692200,2017-08-17
692260,2018-04-06
692270,2017-09-27
692290,2017-09-11
692310,2017-11-13
692360,2018-09-24
692530,2017-10-10
692590,2017-09-05
692610,2017-08-30
692630,2017-09-25
692660,2017-12-18
692680,2017-10-15
692690,2018-09-27
692710,2017-08-29
692780,2018-08-20
692790,2018-01-19
692830,2017-09-11
692840,2018-11-15
692880,2018-05-08
692920,2017-09-29
692930,2017-11-28
693030,2017-10-20
693090,2017-08-25
693180,2017-11-30
693190,2017-08-23
693210,2017-09-03
693240,2017-08-22
693250,2017-08-31
693300,2017-09-20
693310,2017-11-02
693320,2017-09-01
693330,2017-08-25
693360,2017-09-27
693380,2017-08-28
693400,2017-10-31
693430,2017-09-22
693440,2017-08-31
693450,2017-09-05
693500,2017-09-01
693560,2017-12-15
693580,2018-01-09
693650,2017-08-22
693670,2017-10-20
693700,2018-05-21
693750,2019-03-28
693790,2017-09-14
693810,2017-09-15
693830,2017-09-20
693880,2017-08-22
693890,2017-08-23
693950,2017-10-27
693960,2018-07-27
693990,2017-09-28
694070,2018-04-05
694090,2018-03-20
694130,2017-11-28
694140,2017-09-19
694150,2017-08-26
694160,2017-09-25
694180,2017-10-13
694370,2017-10-06
694420,2017-08-24
694430,2017-08-24
694440,2017-12-22
694470,2017-09-13
694480,2017-12-14
694490,2017-08-23
694500,2017-12-20
694520,2018-03-22
694550,2018-03-02
694660,2017-09-27
694670,2017-08-31
694720,2019-04-05
694730,2017-09-01
694760,2017-11-06
694790,2017-10-05
694830,2019-01-30
694870,2018-03-22
694930,2018-02-07
694950,2017-11-14
694960,2017-09-04
694980,2017-09-11
695100,2018-05-31
695110,2017-09-28
695290,2018-08-28
695320,2017-09-02
695360,2018-03-15
695420,2017-09-23
695450,2018-02-01
695460,2017-11-07
695490,2018-02-04
695510,2018-08-03
695560,2017-10-03
695590,2017-08-25
695600,2018-04-17
695630,2017-10-11
695650,2017-10-11
695660,2017-10-10
695690,2017-12-11
695720,2018-11-19
695760,2017-09-08
695810,2017-09-15
695830,2017-09-12
695880,2017-08-25
695910,2017-10-24
695920,2018-03-06
695940,2017-09-01
695950,2017-09-05
695960,2017-09-07
695970,2018-08-17
695980,2017-09-29
695990,2017-09-13
696000,2017-09-15
696010,2017-09-21
696020,2017-09-11
696040,2017-12-22
696060,2017-10-12
696110,2017-08-28
696140,2017-10-02
696160,2017-10-31
696170,2018-03-07
696180,2018-04-25
696190,2017-08-19
696200,2018-02-23
696250,2017-09-29
696310,2017-11-30
696360,2017-11-14
696370,2017-08-26
696400,2017-09-14
696410,2018-04-19
696430,2018-09-06
696460,2017-08-30
696470,2017-10-24
696480,2017-10-02
696490,2017-09-11
696500,2017-09-08
696530,2018-05-10
696540,2017-10-04
696560,2017-09-08
696580,2018-02-16
696590,2017-09-29
696650,2017-09-18
696710,2017-09-26
696730,2017-09-01
696760,2018-07-10
696810,2017-10-04
696840,2018-02-17
696860,2018-11-30
696910,2017-09-01
696930,2017-08-25
696940,2017-09-26
696990,2017-08-31
697000,2017-09-19
697130,2018-10-17
697160,2018-02-08
697260,2017-08-29
697360,2018-12-20
697370,2018-01-29
697450,2017-09-15
697490,2017-09-29
697530,2017-11-06
697550,2018-04-25
697580,2017-08-31
697600,2018-01-01
697610,2017-09-27
697630,2018-06-19
697650,2018-03-13
697660,2017-11-14
697680,2017-10-04
697710,2017-09-15
697730,2017-09-22
697800,2017-09-21
697850,2017-11-17
697870,2018-03-19
697890,2017-10-05
697910,2017-10-26
697930,2017-10-13
697950,2017-11-27
697960,2017-08-25
697970,2017-09-13
698040,2018-01-16
698050,2018-02-07
698100,2017-08-24
698110,2018-05-09
698160,2017-09-03
698260,2018-10-23
698300,2017-09-01
698320,2017-09-14
698330,2017-09-07
698410,2018-02-09
698450,2018-05-17
698480,2017-09-28
698500,2017-11-21
698520,2017-11-02
698540,2018-07-06
698570,2017-08-25
698590,2019-02-08
698610,2017-10-08
698620,2017-09-15
698640,2018-09-26
698650,2018-03-01
698710,2017-10-09
698720,2017-09-08
698740,2017-09-18
698770,2018-04-19
698780,2017-10-06
698790,2018-09-19
698830,2017-09-14
698870,2019-04-10
698880,2017-09-06
698910,2017-10-16
698950,2017-09-15
698960,2018-01-17
698980,2017-12-03
699010,2017-11-22
699040,2018-03-16
699080,2017-10-05
699100,2017-10-13
699150,2017-10-18
699160,2017-09-21
699170,2018-08-16
699180,2018-05-03
699230,2018-05-29
699240,2017-09-21
699370,2017-09-12
699390,2017-10-09
699410,2017-09-14
699460,2017-11-10
699470,2017-10-13
699480,2017-10-17
699510,2017-11-19
699550,2017-09-04
699570,2017-11-09
699590,2017-09-01
699600,2017-10-09
699670,2019-01-17
699680,2017-10-11
699700,2018-01-10
699720,2017-11-03
699740,2019-02-21
699750,2017-09-06
699760,2017-09-04
699770,2018-10-18
699780,2017-11-16
699790,2017-09-07
699820,2017-09-08
699850,2018-11-14
699860,2017-10-06
699870,2018-09-12
699920,2018-11-08
699930,2017-09-12
699940,2017-09-27
699970,2017-09-19
699990,2017-09-08
700030,2018-01-12
700050,2017-09-04
700140,2017-11-20
700160,2018-07-24
700170,2017-10-13
700270,2018-02-05
700330,2017-12-29
700400,2017-09-08
700440,2017-09-15
700450,2018-08-13
700460,2017-09-15
700470,2018-03-28
700480,2017-09-29
700490,2017-10-12
700510,2017-09-03
700520,2018-05-29
700540,2017-12-13
700560,2017-10-13
700570,2018-10-24
700590,2018-04-03
700610,2017-10-08
700620,2017-10-25
700650,2017-11-07
700660,2017-09-15
700730,2017-12-11
700750,2017-09-14
700770,2018-03-29
700780,2018-03-27
700830,2017-10-16
700880,2017-09-08
700910,2017-09-14
700920,2017-09-26
700940,2017-09-14
700990,2017-11-14
701010,2017-09-27
701040,2018-06-08
701080,2017-09-20
701100,2017-09-06
701160,2018-12-11
701280,2017-11-12
701290,2017-10-25
701370,2017-12-01
701380,2018-04-24
701420,2017-09-07
701440,2017-12-08
701460,2017-09-06
701470,2017-09-11
701540,2017-11-06
701620,2017-09-21
701680,2017-10-13
701720,2017-09-08
701730,2017-11-24
701740,2017-12-21
701760,2018-04-05
701800,2017-12-21
701810,2018-04-03
701860,2017-09-14
701870,2017-12-19
701880,2018-11-30
701890,2017-10-04
701900,2017-10-05
701910,2017-10-02
701930,2017-09-13
701940,2017-11-21
701950,2018-09-19
701960,2017-09-27
701970,2017-09-11
701990,2017-09-12
702030,2018-05-03
702080,2017-09-21
702110,2017-11-17
702120,2018-04-03
702150,2017-09-19
702160,2018-04-25
702180,2017-10-05
702200,2017-09-09
702210,2017-09-21
702220,2017-09-22
702270,2017-10-11
702300,2017-09-22
702310,2017-10-18
702320,2017-12-11
702360,2018-12-14
702430,2017-09-10
702510,2017-11-22
702550,2017-09-18
702670,2018-08-28
702700,2018-06-12
702790,2018-06-13
702810,2018-03-06
702820,2017-11-06
702890,2018-06-05
702910,2017-09-07
702940,2018-04-04
703000,2017-09-15
703030,2018-02-19
703040,2017-09-08
703050,2017-10-10
703060,2018-12-25
703070,2017-09-12
703090,2017-09-08
703120,2018-04-06
703140,2017-11-22
703180,2017-11-15
703200,2017-09-04
703210,2017-09-22
703250,2017-10-03
703260,2017-09-12
703270,2017-10-21
703280,2018-09-24
703310,2017-12-20
703320,2017-12-20
703360,2018-02-13
703400,2018-03-22
703430,2017-09-15
703500,2017-09-15
703510,2017-12-22
703530,2017-09-08
703540,2017-10-23
703600,2018-11-26
703620,2017-10-25
703630,2017-12-08
703700,2017-11-02
703720,2017-09-13
703730,2018-01-12
703750,2017-09-20
703760,2017-09-15
703800,2017-12-06
703820,2017-09-15
703840,2018-05-15
703870,2017-09-29
703880,2018-11-06
703920,2017-10-25
703940,2017-09-08
703950,2017-12-15
703980,2017-12-04
704010,2017-12-06
704030,2018-02-13
704040,2017-10-02
704070,2017-09-13
704140,2017-12-15
704190,2017-09-13
704200,2018-02-16
704210,2017-09-06
704230,2018-06-28
704270,2019-03-26
704300,2018-02-09
704310,2017-10-13
704350,2017-09-29
704360,2018-05-17
704370,2017-09-11
704430,2019-04-18
704440,2017-09-12
704450,2018-03-27
704460,2017-09-20
704470,2018-11-09
704480,2017-09-14
704490,2017-09-20
704500,2017-09-20
704510,2017-10-16
704640,2018-08-03
704660,2017-10-09
704670,2018-05-03
704680,2017-09-05
704690,2017-09-25
704700,2017-09-14
704750,2017-09-12
704760,2017-11-30
704830,2017-11-30
704840,2017-09-27
704850,2018-11-09
704860,2018-04-17
704880,2019-02-21
704910,2017-12-08
704940,2018-06-04
704950,2017-09-21
704990,2017-09-14
705020,2017-10-11
705050,2018-10-18
705060,2017-11-10
705070,2017-09-19
705090,2017-09-12
705100,2017-10-06
705120,2017-11-06
705150,2018-02-13
705210,2017-10-30
705220,2018-01-31
705230,2017-09-25
705240,2017-12-11
705250,2017-10-27
705260,2017-09-22
705280,2018-06-06
705290,2019-01-21
705300,2017-09-22
705370,2018-02-05
705380,2018-10-05
705390,2017-09-06
705400,2017-09-13
705410,2017-11-04
705420,2017-09-12
705430,2017-09-13
705440,2017-09-22
705450,2017-10-11
705500,2018-05-08
705530,2018-07-16
705550,2017-11-29
705610,2017-09-29
705620,2018-02-27
705640,2017-12-27
705670,2018-01-23
705710,2017-09-22
705740,2018-07-05
705750,2017-09-19
705780,2018-01-26
705800,2017-09-29
705810,2018-01-08
705840,2017-10-05
705860,2018-01-03
705870,2017-09-20
705920,2017-11-28
705930,2017-10-18
706010,2017-10-27
706020,2017-12-14
706030,2017-12-15
706130,2017-11-14
706200,2017-09-17
706210,2017-10-12
706240,2018-05-15
706270,2018-03-02
706280,2017-09-29
706320,2017-09-15
706330,2017-09-17
706350,2017-10-03
706370,2017-09-19
706380,2017-09-22
706390,2017-09-29
706490,2018-02-28
706510,2018-11-08
706560,2018-08-07
706570,2018-07-24
706690,2017-09-20
706710,2018-12-21
706840,2018-10-11
706880,2018-05-01
706920,2017-09-27
706960,2018-01-23
706990,2019-04-25
707000,2017-09-28
707010,2018-04-05
707060,2018-03-13
707110,2017-12-26
707140,2017-09-19
707220,2018-05-25
707230,2017-11-09
707300,2018-03-08
707320,2018-01-17
707350,2018-03-06
707370,2017-09-16
707380,2017-09-14
707400,2017-09-15
707450,2018-04-13
707470,2017-09-19
707560,2018-03-02
707580,2017-10-03
707590,2017-10-31
707610,2017-09-17
707680,2019-03-08
707720,2017-09-08
707750,2017-09-25
707770,2017-09-22
707850,2017-09-17
707860,2017-09-29
707870,2017-09-29
707920,2017-10-25
707960,2017-10-05
708100,2018-02-09
708120,2017-10-16
708140,2017-09-25
708150,2018-02-01
708160,2018-09-20
708190,2017-09-11
708260,2017-11-02
708280,2017-10-23
708300,2017-09-19
708310,2018-03-21
708340,2017-11-22
708370,2017-11-22
708430,2017-09-15
708450,2018-02-19
708480,2017-09-19
708510,2017-11-27
708580,2017-11-22
708630,2017-09-21
708640,2017-09-28
708680,2017-09-22
708710,2017-10-18
708760,2018-06-21
708780,2017-11-17
708790,2018-01-16
708800,2017-10-20
708820,2018-07-26
708830,2017-09-28
708850,2017-10-03
708870,2017-12-06
708890,2017-11-30
708920,2017-10-12
708930,2017-10-17
708940,2017-09-22
708950,2017-09-12
708970,2017-12-08
709020,2017-09-16
709050,2018-06-05
709080,2018-01-23
709140,2018-03-09
709190,2017-12-19
709220,2017-09-26
709240,2018-08-23
709250,2017-09-26
709280,2018-02-07
709290,2017-11-08
709340,2017-09-25
709350,2017-09-27
709370,2017-09-18
709400,2017-09-28
709410,2017-11-13
709430,2017-09-19
709440,2018-12-03
709450,2017-10-25
709470,2017-10-11
709480,2017-09-22
709510,2018-05-16
709520,2017-10-30
709550,2017-10-04
709560,2017-09-11
709620,2017-12-07
709630,2017-11-02
709670,2017-09-25
709700,2017-09-20
709720,2017-09-25
709750,2018-07-30
709770,2017-09-23
709780,2017-09-19
709790,2017-10-05
709800,2017-09-21
709820,2017-10-16
709840,2017-10-04
709850,2017-09-26
709870,2018-03-07
709880,2018-09-03
709890,2017-09-26
709920,2017-10-18
709940,2017-09-19
710030,2017-10-06
710070,2017-09-27
710090,2018-07-05
710110,2017-09-19
710120,2017-09-21
710160,2017-12-15
710170,2018-01-29
710190,2018-06-13
710240,2017-10-23
710250,2017-10-06
710270,2017-09-20
710280,2018-03-19
710310,2017-10-05
710400,2017-10-02
710470,2018-05-15
710480,2017-10-02
710520,2017-11-22
710540,2018-12-03
710550,2017-11-05
710610,2018-04-13
710630,2017-09-08
710640,2017-10-11
710690,2018-07-17
710700,2017-11-29
710740,2018-06-19
710760,2017-11-14
710780,2017-09-23
710820,2017-10-16
710880,2017-10-20
710940,2017-10-05
710950,2017-10-10
710960,2017-11-01
710970,2017-09-29
710990,2017-09-25
711000,2018-11-28
711010,2017-09-15
711050,2017-10-20
711070,2017-10-01
711080,2017-09-25
711090,2017-09-25
711100,2017-09-25
711110,2017-10-25
711120,2017-10-17
711130,2017-11-08
711140,2017-10-02
711150,2017-10-02
711210,2017-09-26
711230,2017-09-29
711240,2017-09-14
711260,2017-11-15
711300,2017-10-18
711310,2017-09-21
711320,2017-09-21
711330,2017-12-19
711350,2017-12-19
711390,2017-10-23
711430,2018-02-12
711440,2018-01-03
711450,2017-09-18
711460,2017-10-06
711480,2017-10-06
711530,2017-09-22
711550,2017-10-23
711560,2017-09-22
711570,2017-11-02
711640,2017-10-27
711660,2018-03-07
711690,2018-05-30
711700,2019-02-20
711710,2018-08-09
711720,2017-10-02
711750,2018-02-13
711770,2018-02-09
711810,2018-09-14
711890,2017-09-19
711920,2018-07-19
711930,2018-03-22
711970,2017-09-29
711990,2017-11-01
712000,2017-10-31
712010,2017-10-12
712050,2017-10-11
712070,2017-10-05
712090,2017-10-10
712100,2018-05-02
712150,2017-10-09
712180,2018-07-17
712210,2017-10-05
712230,2017-10-17
712240,2017-10-17
712380,2017-09-26
712390,2017-11-08
712410,2017-09-01
712430,2017-10-24
712530,2018-10-10
712610,2017-10-09
712620,2017-10-13
712650,2017-12-08
712660,2018-01-15
712700,2017-10-16
712730,2017-10-26
712760,2017-09-29
712770,2017-10-31
712790,2017-10-02
712810,2017-10-09
712840,2017-10-19
712870,2018-05-02
712890,2018-03-28
712970,2017-11-14
712980,2017-10-06
713010,2018-03-01
713030,2017-11-02
713050,2017-10-06
713060,2018-01-25
713070,2017-10-20
713080,2017-09-29
713090,2017-11-22
713100,2017-09-18
713160,2017-10-04
713170,2018-07-14
713180,2018-04-13
713220,2018-02-02
713230,2017-10-05
713260,2017-10-05
713310,2018-03-27
713320,2017-11-17
713340,2017-10-04
713380,2017-10-06
713390,2017-12-22
713420,2018-04-02
713430,2017-10-27
713440,2017-10-30
713450,2018-03-21
713460,2017-12-14
713500,2018-02-23
