appid,release_date
213850,2013-06-26
214100,2012-08-07
214130,2012-10-17
214150,2012-08-14
214170,2012-07-05
214250,2012-09-06
214340,2012-08-06
214360,2012-08-14
214420,2015-01-28
214490,2014-10-06
214550,2014-03-11
214570,2012-09-27
214590,2012-10-17
214610,2012-11-08
214630,2012-09-27
214700,2012-08-20
214730,2013-10-17
214770,2013-08-08
214790,2012-08-31
214830,2012-09-27
214870,2012-10-31
214910,2012-09-21
214950,2013-09-02
214970,2012-09-11
215080,2014-09-18
215160,2012-07-31
215280,2017-07-31
215390,2012-08-28
215470,2012-10-29
215510,2012-10-15
215530,2013-05-22
215550,2016-10-31
215630,2013-10-24
215670,2012-08-31
215690,2013-04-30
215710,2013-01-10
215770,2012-09-04
215790,2012-09-19
215830,2018-02-06
215870,2013-03-13
215930,2012-11-16
216090,2013-03-14
216110,2012-08-24
216130,2012-11-02
216150,2012-08-09
216210,2012-09-13
216260,2014-06-25
216290,2012-09-13
216670,2012-08-28
216890,2012-10-11
216910,2012-10-11
216930,2012-09-03
217120,2015-12-16
217140,2013-07-31
217200,2013-03-19
217270,2012-12-03
217290,2012-08-22
217690,2013-04-12
217750,2013-02-22
217790,2012-09-21
217920,2013-09-24
218020,2012-10-05
218040,2012-10-11
218060,2013-02-26
218090,2012-10-17
218230,2012-11-20
218410,2012-10-30
218510,2012-09-27
218620,2013-08-13
218640,2012-10-26
218660,2012-11-01
218680,2013-02-15
218700,2013-01-07
218740,2012-10-31
218820,2014-03-25
219070,2012-08-28
219150,2012-10-23
219190,2013-03-18
219200,2013-01-09
219340,2013-02-25
219640,2012-10-16
219680,2013-01-30
219700,2014-02-04
219760,2012-10-29
219780,2012-10-29
219830,2013-11-05
219890,2013-01-31
219910,2012-10-16
219950,2012-12-17
219990,2016-02-25
220090,2013-01-09
220160,2013-03-21
220200,2015-04-27
220240,2012-11-28
220260,2013-10-09
220420,2012-10-23
220440,2013-01-24
220460,2012-11-01
220660,2013-04-26
220700,2012-12-10
220740,2012-11-06
220780,2012-11-12
220820,2012-10-17
220860,2012-09-25
220900,2013-04-30
221020,2012-11-07
221040,2013-03-21
221100,2018-12-13
221180,2014-10-14
221260,2012-11-19
221380,2013-04-09
221540,2014-09-23
221640,2012-11-27
221680,2016-10-04
221810,2013-01-23
221830,2012-12-05
221910,2013-10-17
222140,2012-11-09
222180,2015-03-10
222420,2014-12-16
222440,2015-02-27
222480,2013-05-23
222500,2016-08-25
222520,2013-02-27
222640,2013-09-12
222730,2013-05-16
222750,2013-05-29
222880,2014-01-22
222940,2013-09-13
222980,2012-12-07
223000,2012-10-24
223100,2016-05-19
223220,2012-10-22
223280,2013-03-22
223330,2012-12-01
223410,2014-10-17
223430,2012-11-28
223450,2013-04-24
223470,2012-11-02
223490,2014-07-03
223510,2012-11-28
223710,2013-04-25
223730,2012-11-09
223750,2013-08-02
223810,2013-02-14
223830,2014-06-16
224000,2018-11-27
224040,2014-02-14
224260,2013-10-31
224300,2012-12-06
224460,2013-11-15
224480,2014-01-30
224500,2016-02-23
224600,2014-06-04
224700,2013-06-10
224740,2016-10-26
224760,2013-05-01
224820,2013-02-18
224860,2013-10-01
224900,2012-12-13
224920,2012-12-06
224940,2012-12-06
224960,2012-11-28
224980,2012-11-28
225000,2012-11-28
225020,2012-11-28
225080,2013-09-03
225160,2013-07-08
225260,2013-02-26
225280,2014-05-08
225300,2012-11-28
225320,2012-11-28
225360,2013-07-03
225420,2013-04-02
225540,2015-11-30
225600,2014-05-07
225640,2012-12-21
225840,2016-01-22
226100,2015-08-03
226120,2013-03-19
226560,2014-11-20
226580,2014-10-16
226620,2013-11-07
226720,2013-08-26
226740,2013-03-18
226780,2013-03-15
226820,2013-05-14
226840,2014-03-31
226860,2015-05-14
226960,2013-09-18
227000,2012-12-05
227060,2014-05-15
227080,2013-04-18
227100,2013-02-28
227160,2014-11-21
227200,2012-12-13
227220,2013-04-05
227300,2012-10-12
227380,2013-05-17
227560,2014-04-02
227580,2013-01-15
227600,2013-09-04
227760,2013-02-18
227780,2014-04-30
227800,2013-01-31
227860,2017-08-17
227900,2013-06-10
227920,2013-06-10
227940,2016-10-18
228200,2006-09-11
228260,2013-05-22
228280,2013-01-16
228300,2013-06-06
228320,2013-02-18
228360,2017-04-18
228380,2018-06-14
228440,2013-04-08
228760,2013-02-27
228960,2013-07-29
229480,2013-06-18
229520,2013-03-28
229560,2016-07-29
229580,2015-07-31
229600,2013-02-06
229810,2015-09-23
229870,2013-04-10
229890,2013-06-24
229970,2013-02-28
230050,2013-03-18
230070,2015-10-14
230150,2013-03-18
230190,2015-04-02
230270,2016-08-25
230290,2015-08-24
230310,2014-11-25
230410,2013-03-25
230650,2013-04-05
230700,2013-04-15
230760,2013-02-01
230820,2013-05-28
230840,2014-04-29
230980,2013-04-16
231020,2013-06-27
231040,2013-08-06
231140,2013-02-06
231160,2013-05-30
231200,2013-02-22
231310,2013-09-04
231330,2013-11-15
231430,2013-06-25
231720,2013-10-16
231740,2013-06-18
232010,2013-03-08
232050,2013-04-19
232090,2016-11-18
232430,2013-08-15
232750,2013-04-26
232770,2013-03-21
232790,2014-01-28
232890,2014-09-22
232910,2013-06-20
232950,2013-03-28
232970,2013-05-15
233110,2013-10-24
233130,2013-09-26
233150,2014-03-18
233190,2013-11-05
233210,2013-10-02
233230,2013-04-24
233270,2013-05-01
233290,2014-06-05
233310,2013-10-30
233350,2014-02-24
233410,2013-03-07
233450,2015-10-06
233470,2013-04-04
233510,2009-07-01
233550,2013-04-04
233610,2018-09-18
233720,2013-04-19
233740,2013-03-19
233840,2013-08-15
233860,2018-12-06
233980,2014-07-25
234080,2013-08-27
234140,2015-09-01
234160,2013-04-30
234190,2013-04-29
234270,2017-08-15
234290,2013-04-29
234330,2013-12-05
234350,2013-05-13
234370,2013-03-18
234390,2013-07-24
234490,2013-05-24
234630,2015-03-15
234650,2013-07-25
234670,2013-10-24
234820,2013-05-06
234900,2013-03-22
234920,2015-03-25
234940,2013-04-25
235070,2013-05-17
235210,2014-02-19
235250,2013-05-09
235320,2014-01-27
235340,2014-03-31
235360,2013-06-05
235380,2017-06-02
235400,2013-12-10
235460,2014-01-09
235520,2019-03-28
235540,2015-10-23
235600,2013-08-23
235620,2013-12-11
235660,2013-10-14
235720,2013-05-29
235800,2015-05-26
235820,2013-05-24
235900,2013-12-13
235980,2013-10-22
236010,2016-01-21
236090,2013-05-24
236110,2017-06-20
236130,2014-02-06
236150,2014-09-26
236290,2013-06-05
236370,2013-07-02
236390,2013-08-15
236430,2014-04-25
236450,2013-09-24
236470,2014-02-25
236490,2013-06-21
236510,2014-02-10
236690,2015-09-22
236730,2013-05-15
236790,2013-06-07
236850,2013-08-13
236930,2014-04-24
236970,2013-06-28
237310,2014-07-02
237350,2015-02-19
237430,2013-05-30
237470,2013-11-04
237550,2013-07-29
237570,2013-06-07
237630,2013-08-13
237740,2013-09-20
237760,2013-11-06
237850,2017-07-21
237870,2016-11-08
237890,2014-02-04
237930,2014-05-20
237950,2014-01-06
237970,2014-05-13
237990,2014-01-14
238010,2013-10-25
238050,2013-07-01
238090,2014-06-27
238210,2013-05-10
238240,2015-09-17
238260,2013-11-04
238320,2013-09-04
238370,2015-05-26
238430,2013-10-25
238460,2014-05-15
238530,2013-05-24
238630,2013-06-21
238750,2014-01-23
238870,2013-07-25
238890,2013-05-23
238910,2013-10-08
238930,2013-06-07
238960,2013-10-23
239030,2013-08-08
239070,2013-08-12
239090,2013-12-10
239120,2014-05-27
239140,2015-01-26
239160,2014-02-27
239200,2013-09-10
239250,2014-02-25
239430,2014-05-21
239700,2013-08-19
239720,2014-03-06
239800,2013-07-03
239820,2013-08-29
239840,2014-12-04
240320,2013-11-25
240340,2013-08-27
240360,2013-10-24
240440,2016-07-25
240600,2013-06-20
240620,2015-08-10
240720,2017-12-06
240760,2014-09-18
240970,2014-04-04
241000,2019-01-23
241240,2014-07-07
241260,2014-09-29
241300,2017-09-01
241320,2013-07-23
241410,2013-07-29
241560,2014-12-19
241600,2013-06-27
241620,2013-08-01
241720,2013-08-09
241760,2016-04-06
241910,2013-10-17
242050,2013-11-19
242110,2013-06-24
242130,2015-07-02
242530,2013-08-29
242570,2013-08-15
242640,2014-10-07
242680,2015-12-05
242700,2013-11-29
242720,2014-05-01
242760,2018-04-30
242780,2013-09-19
242820,2013-10-16
242840,2015-04-03
242860,2015-04-28
242880,2014-05-02
242920,2014-02-18
243000,2013-09-26
243120,2014-03-24
243160,2015-10-15
243200,2013-08-29
243220,2014-04-22
243280,2013-11-08
243360,2013-07-04
243450,2013-09-18
243470,2014-05-26
243780,2013-08-26
243800,2013-10-08
243930,2014-05-08
243950,2013-08-06
243970,2015-05-12
244030,2017-02-09
244050,2013-09-05
244070,2013-08-27
244090,2013-11-05
244160,2015-02-25
244210,2014-12-19
244410,2014-05-09
244430,2014-02-05
244450,2014-05-15
244590,2014-08-01
244690,2013-10-17
244710,2013-08-28
244730,2013-08-20
244750,2017-08-01
244770,2014-12-04
244810,2013-09-18
244830,2014-04-30
244850,2019-02-28
244870,2013-08-23
244890,2013-12-12
244910,2015-05-28
244930,2019-02-14
244950,2014-05-29
245050,2014-01-16
245170,2013-08-22
245280,2013-10-24
245300,2014-10-06
245370,2015-03-25
245390,2013-10-17
245410,2013-09-10
245430,2013-09-10
245450,2013-09-10
245470,2013-10-14
245490,2014-04-24
245620,2014-05-23
246070,2014-09-09
246090,2014-10-27
246110,2015-06-01
246420,2014-01-06
246580,2013-10-29
246620,2016-02-18
246680,2014-04-17
246700,2014-01-28
246720,2014-07-15
246740,2013-09-13
246760,2015-07-02
246800,2014-02-21
246820,2016-05-25
246840,2013-12-12
246880,2014-07-31
246900,2015-10-23
246920,2017-12-29
246940,2014-09-12
246960,2013-09-26
246980,2013-09-18
247000,2014-02-25
247020,2013-10-08
247080,2015-04-23
247140,2013-10-11
247240,2013-09-13
247370,2013-11-21
247430,2014-01-21
247660,2013-10-29
247730,2014-06-05
247870,2013-11-13
247950,2014-07-31
248170,2013-12-05
248190,2013-10-25
248270,2013-11-26
248310,2014-07-21
248330,2015-09-29
248350,2013-09-20
248370,2013-11-18
248390,2014-11-24
248470,2013-09-20
248510,2013-09-10
248530,2014-08-20
248550,2013-10-15
248570,2014-05-16
248610,2014-10-20
248630,2013-11-18
248650,2013-12-03
248800,2013-09-26
248820,2013-11-08
248860,2014-12-15
249050,2014-10-27
249130,2013-11-15
249190,2014-09-23
249230,2014-08-13
249330,2013-10-04
249360,2013-09-06
249550,2014-04-15
249570,2014-01-29
249590,2013-12-13
249610,2014-06-05
249650,2014-01-22
249680,2013-09-20
249870,2013-09-24
249930,2013-09-18
249990,2013-10-24
250050,2014-04-17
250070,2015-01-22
250110,2015-09-23
250180,2014-02-14
250260,2014-02-07
250320,2013-10-11
250340,2013-12-16
250380,2013-10-04
250400,2014-08-29
250420,2015-01-26
250460,2013-10-16
250500,2013-10-17
250520,2015-12-18
250540,2015-08-13
250560,2014-12-04
250580,2014-10-20
250600,2014-02-14
250620,2014-05-29
250640,2014-04-30
250660,2013-09-26
250680,2018-12-14
250700,2014-08-25
250720,2014-04-22
250760,2014-06-26
250900,2014-11-04
251020,2014-06-09
251060,2014-04-17
251110,2016-01-15
251130,2015-04-30
251150,2014-07-29
251170,2014-10-06
251210,2014-03-20
251230,2016-08-30
251270,2016-04-25
251290,2015-10-29
251310,2013-10-16
251370,2013-10-09
251410,2013-10-17
251430,2013-09-27
251450,2016-12-15
251470,2014-03-11
251490,2015-01-26
251510,2014-03-11
251530,2013-11-06
251570,2013-12-13
251630,2014-05-08
251690,2013-12-05
251710,2013-10-07
251730,2014-10-15
251770,2013-10-18
251810,2014-01-06
251830,2013-12-13
251850,2013-10-29
251870,2014-02-21
251890,2014-08-26
251910,2013-10-24
251950,2017-09-05
251990,2013-11-08
252010,2014-02-05
252030,2013-10-30
252050,2014-03-28
252070,2013-11-19
252090,2017-05-17
252110,2015-09-09
252130,2015-07-02
252170,2013-11-06
252230,2014-03-21
252250,2018-11-23
252270,2013-12-09
252290,2014-12-10
252310,2013-10-24
252330,2013-10-28
252350,2014-02-06
252390,2019-02-01
252410,2013-12-05
252430,2014-02-17
252450,2015-04-09
252470,2017-11-07
252490,2018-02-08
252530,2013-12-11
252550,2014-05-15
252570,2014-04-24
252610,2016-07-21
252630,2013-10-21
252670,2013-10-25
252690,2014-05-09
252710,2013-11-21
252730,2013-11-05
252750,2014-07-08
252830,2014-07-07
252870,2015-09-15
252890,2013-10-29
252910,2013-10-21
252950,2015-07-07
252970,2014-09-05
253030,2013-12-09
253110,2013-12-04
253150,2014-07-22
253230,2017-10-05
253250,2018-07-25
253290,2014-11-06
253330,2014-09-26
253350,2013-12-03
253370,2013-11-19
253390,2015-02-20
253410,2013-12-06
253430,2014-02-03
253490,2016-02-17
253510,2014-11-20
253570,2013-11-05
253610,2014-09-30
253670,2013-11-12
253690,2013-12-11
253710,2014-06-03
253750,2014-02-18
253770,2013-11-22
253790,2014-01-30
253840,2016-12-20
253860,2013-11-15
253880,2013-11-01
253900,2013-10-14
253960,2013-10-04
253980,2013-10-04
254060,2013-09-27
254080,2013-09-27
254200,2015-11-09
254300,2016-11-15
254320,2016-05-18
254440,2013-10-18
254460,2014-03-10
254480,2014-03-10
254590,2016-12-02
254700,2014-02-27
254820,2015-07-08
254840,2015-07-08
254860,2015-12-03
254880,2014-02-06
254920,2015-12-03
254960,2013-10-02
255070,2014-07-15
255220,2014-06-26
255260,2014-06-19
255280,2014-03-11
255300,2013-11-04
255320,2013-10-25
255340,2014-03-24
255370,2014-01-20
255390,2014-05-21
255420,2014-07-16
255710,2015-03-10
255870,2013-11-11
255940,2013-10-18
255960,2014-07-03
256010,2014-10-21
256030,2014-11-20
256070,2013-10-18
256190,2014-06-10
256290,2014-04-29
256330,2013-10-25
256370,2014-03-28
256390,2014-06-20
256460,2017-04-11
257030,2017-09-26
257050,2013-12-04
257120,2013-12-12
257170,2015-05-29
257220,2013-10-18
257260,2014-11-26
257350,2013-11-15
257510,2014-12-11
257630,2014-01-22
257670,2013-11-27
257690,2014-09-12
257710,2014-08-21
257730,2014-09-05
257750,2013-11-18
257770,2013-11-18
257790,2014-03-07
257830,2013-12-13
257850,2016-03-31
257870,2014-02-14
257970,2014-01-15
257990,2013-12-05
258010,2013-11-19
258050,2015-01-21
258070,2014-06-12
258090,2013-11-12
258180,2014-03-17
258200,2013-10-14
258220,2013-11-13
258520,2014-09-25
258590,2014-04-11
258760,2014-02-27
258880,2013-11-27
258890,2013-11-06
258910,2015-01-20
258950,2013-11-19
258970,2014-09-23
259020,2013-09-18
259060,2013-12-05
259080,2013-12-16
259130,2013-11-13
259170,2013-10-29
259190,2013-10-29
259320,2013-11-01
259340,2003-11-01
259390,2013-12-17
259410,2014-11-12
259450,2014-03-04
259470,2014-11-19
259510,2013-12-06
259550,2013-11-14
259570,2015-01-30
259600,2013-12-03
259620,2013-11-14
259640,2014-01-24
259660,2015-01-20
259680,2013-12-12
259720,2014-02-05
259740,2014-02-05
259810,2014-02-17
259830,2013-12-05
259870,2014-02-13
259890,2013-11-06
259910,2013-11-06
259940,2013-11-05
259960,2013-11-05
259980,2013-11-05
260000,2013-11-05
260020,2013-11-05
260040,2013-11-05
260060,2013-11-05
260080,2013-11-05
260130,2014-04-17
260160,2014-05-12
260190,2013-12-13
260210,2014-01-15
260230,2014-06-25
260250,2013-10-28
260270,2013-10-24
260330,2014-09-19
260380,2014-02-21
260410,2014-11-11
260430,2015-06-01
260530,2014-07-17
260550,2014-08-18
260570,2014-04-01
260650,2014-01-08
260690,2013-12-03
260710,2013-12-03
260730,2013-11-20
260750,2013-11-07
260790,2014-06-03
260930,2013-11-15
261110,2014-05-23
261180,2014-08-27
261350,2014-01-14
261470,2014-05-23
261490,2015-10-13
261510,2014-05-08
261530,2014-06-06
261640,2014-10-16
261680,2014-02-17
261700,2013-11-19
261720,2014-02-20
261740,2014-01-16
261760,2014-08-26
261880,2014-03-12
261900,2016-07-12
261920,2014-02-28
261940,2013-11-20
261960,2014-02-14
262000,2014-10-15
262060,2016-01-19
262080,2014-02-26
262100,2016-04-07
262120,2016-02-17
262150,2014-03-03
262190,2015-01-30
262210,2014-10-03
262240,2014-07-01
262260,2014-02-05
262280,2015-04-24
262300,2012-05-31
262390,2014-03-20
262410,2014-05-21
262450,2014-02-06
262470,2014-11-18
262490,2014-03-07
262510,2016-06-09
262550,2014-01-03
262590,2014-02-28
262610,2014-03-28
262630,2016-07-27
262690,2014-02-06
262750,2014-08-29
262770,2014-01-10
262790,2014-01-29
262810,2017-12-08
262830,2014-06-11
262850,2014-08-25
262870,2014-01-09
262900,2014-06-10
262920,2014-09-01
262940,2013-12-04
262960,2015-02-05
262980,2014-02-17
263020,2014-09-29
263040,2014-06-16
263060,2015-05-21
263080,2014-05-30
263100,2013-11-20
263120,2014-06-06
263140,2013-12-03
263180,2014-03-05
263200,2014-01-27
263280,2014-06-12
263300,2014-02-13
263320,2014-01-29
263340,2014-01-03
263360,2014-01-10
263380,2014-01-03
263400,2014-01-10
263420,2014-02-06
263460,2014-02-14
263480,2014-11-21
263500,2014-03-12
263520,2014-09-18
263540,2014-04-17
263560,2014-01-22
263600,2016-07-29
263620,2014-03-10
263640,2015-06-26
263680,2014-01-03
263700,2014-05-01
263720,2018-08-20
263740,2014-04-16
263760,2014-05-21
263800,2013-12-12
263820,2014-02-20
263860,2014-09-17
263880,2014-02-03
263920,2015-10-16
263940,2016-01-07
263960,2014-08-08
263980,2016-03-14
264000,2015-04-27
264020,2014-03-12
264060,2014-05-06
264080,2014-04-24
264120,2016-02-12
264160,2014-02-17
264200,2014-03-03
264220,2014-05-01
264240,2014-01-08
264260,2014-08-11
264280,2014-02-19
264300,2014-10-30
264320,2014-01-03
264340,2014-02-24
264380,2015-04-24
264400,2014-09-15
264440,2014-04-18
264460,2014-01-24
264480,2014-02-26
264520,2014-04-15
264540,2014-03-28
264560,2014-07-10
264580,2014-04-15
264710,2018-01-23
264730,2014-01-08
265000,2016-03-29
265120,2014-09-26
265170,2014-07-01
265210,2013-12-13
265240,2014-03-27
265300,2014-10-28
265330,2013-12-06
265380,2014-02-13
265470,2016-11-16
265550,2014-09-05
265590,2015-07-09
265610,2014-02-25
265630,2014-05-09
265670,2014-12-09
265690,2014-02-13
265730,2019-04-04
265750,2015-10-13
265770,2014-08-25
265790,2014-08-01
265810,2015-06-29
265830,2014-05-28
265870,2014-03-17
265890,2014-02-19
265930,2014-04-01
265950,2014-03-25
265970,2015-03-19
265990,2014-03-28
266010,2014-03-17
266030,2014-05-19
266050,2014-05-01
266090,2014-01-27
266110,2014-03-04
266130,2014-03-21
266150,2014-11-25
266170,2014-03-11
266190,2015-11-10
266210,2014-02-28
266230,2014-03-13
266250,2014-02-26
266270,2014-01-21
266290,2014-02-28
266310,2015-05-19
266330,2014-02-07
266370,2014-03-26
266390,2014-06-16
266410,2015-01-12
266430,2014-09-03
266490,2014-05-09
266510,2015-02-17
266840,2014-05-08
266980,2014-11-26
267060,2013-11-28
267130,2014-01-30
267220,2014-03-17
267340,2014-04-11
267360,2013-12-06
267490,2014-04-01
267530,2014-02-27
267600,2013-12-19
267610,2013-12-19
267670,2014-01-10
267730,2014-07-15
267900,2014-01-16
267920,2014-01-16
267940,2014-01-23
267960,2014-01-23
267980,2014-01-30
268050,2014-10-13
268130,2017-09-21
268200,2014-05-22
268220,2014-06-05
268240,2014-04-15
268260,2014-02-13
268320,2015-03-09
268340,2015-05-06
268360,2016-02-24
268400,2014-03-12
268420,2014-07-01
268500,2016-02-04
268520,2014-05-15
268540,2014-05-06
268650,2014-08-07
268670,2014-02-07
268750,2014-06-09
268770,2018-02-07
268810,2014-04-09
268850,2014-07-16
268870,2015-08-27
268890,2014-02-05
268910,2017-09-29
268930,2019-04-08
268970,2015-06-02
268990,2017-05-12
269010,2014-03-20
269030,2014-02-27
269050,2014-03-06
269110,2014-04-04
269150,2014-01-28
269170,2016-06-01
269190,2018-12-05
269210,2014-01-29
269230,2014-01-31
269250,2014-06-17
269270,2014-02-07
269290,2014-02-24
269310,2016-08-08
269330,2014-05-12
269350,2014-03-24
269370,2014-02-07
269430,2014-01-31
269470,2014-02-13
269490,2014-04-01
269530,2014-11-19
269570,2014-02-13
269590,2014-09-09
269610,2014-01-28
269630,2015-07-15
269650,2015-05-07
269670,2015-05-26
269690,2015-08-20
269710,2016-07-12
269730,2014-08-19
269770,2015-07-13
269790,2014-05-15
269810,2014-03-27
269890,2014-07-21
269950,2017-03-30
269990,2015-10-29
270010,2014-10-21
270030,2016-08-03
270050,2014-03-25
270070,2016-08-17
